"position","block","line","pop","survival","leaf","nod","plant_ID","shoot","root","choice","totalred","env","dataset","diss","flo","fru","flo_bin"
"A01","one","DE7","DE",1,75,53,"1-A01",300.3,57.9,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"A03","two","FZ24","FZ",1,8,6,"1-A03",8.5,3.9,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"A04","two","WT18","WT",1,54,32,"1-A04",150.3,82.6,NA,NA,"plot_1","KSR-field","not recoreded",0,0,0
"A06","two","FZ24","FZ",0,1,14,"1-A06",4.5,8.4,NA,NA,"plot_1","KSR-field","Andrea",0,0,0
"A07","one","HTR1","HTR",1,78,19,"1-A07",363.8,61.2,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"A08","two","WT18","WT",1,72,39,"1-A08",174.3,62,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"A09","one","KA7","KA",1,49,4,"1-A09",177,12.9,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"A10","one","RBE17","RBE",1,2,21,"1-A10",NA,NA,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"A12","two","HTR30","HTR",1,9,1,"1-A12",8.6,5.1,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"A13","one","FOR43","FOR",1,220,100,"1-A13",620.8,189.1,NA,NA,"plot_1","KSR-field","Andrea and Jessica",10,1,1
"A14","one","WR31","WR",1,64,53,"1-A14",122.3,45.2,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"A16","one","RBE38","RBE",1,53,17,"1-A16",116.8,28.6,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"B03","two","FZ24","FZ",1,14,11,"1-B03",46.9,33.2,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"B05","one","FOR15","FOR",1,212,48,"1-B05",754.5,140,NA,NA,"plot_1","KSR-field","Jing Qi",0,0,0
"B06","one","WT18","WT",1,21,29,"1-B06",82,26.6,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"B07","one","WT18","WT",1,145,32,"1-B07",564.6,90.3,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"B08","two","RBE38","RBE",1,22,5,"1-B08",25,13.7,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"B09","one","RBE38","RBE",1,42,13,"1-B09",155.5,35.5,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"B10","one","HTR30","HTR",1,27,15,"1-B10",54.8,26.9,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"B12","one","FOR15","FOR",1,79,83,"1-B12",715,360.1,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"B13","two","HTR30","HTR",1,25,20,"1-B13",178.6,70.4,NA,NA,"plot_1","KSR-field","Monika",0,0,0
"B14","one","AC15","AC",1,54,20,"1-B14",112.55,35.1,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"C02","two","FOR26","FOR",1,1,8,"1-C02",17.3,109,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"C03","one","FOR26","FOR",1,31,14,"1-C03",49.8,23.9,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"C08","one","FZ24","FZ",1,180,66,"1-C08",467.2,114.8,NA,NA,"plot_1","KSR-field","Samriti",0,0,0
"C09","one","DE15","DE",1,27,9,"1-C09",61.1,23.1,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"C10","one","HTD2","HTD",1,81,19,"1-C10",232.4,39.9,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"C12","one","KA7","KA",1,67,13,"1-C12",157.6,46.1,NA,NA,"plot_1","KSR-field","Steffi",0,1,0
"C13","one","KA24","KA",1,21,15,"1-C13",55.4,21.2,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"C14","one","FOR43","FOR",1,159,63,"1-C14",429.8,106.3,NA,NA,"plot_1","KSR-field","Grant",0,1,0
"C15","one","FOR26","FOR",1,69,23,"1-C15",176.8,58.8,NA,NA,"plot_1","KSR-field","Samriti",0,0,0
"C16","one","HTR30","HTR",1,27,4,"1-C16",NA,NA,NA,NA,"plot_1","KSR-field","Madeline",0,0,0
"D01","one","KA16","KA",0,7,4,"1-D01",8.2,8,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"D02","one","FZ24","FZ",1,30,5,"1-D02",177.8,48.6,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"D03","two","RBE38","RBE",1,21,8,"1-D03",44,12.6,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"D04","one","KA16","KA",1,42,24,"1-D04",117.9,29.3,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"D05","one","FOR15","FOR",1,39,14,"1-D05",94.4,39.6,NA,NA,"plot_1","KSR-field","Jing Qi",0,0,0
"D06","one","AC3","AC",1,446,44,"1-D06",1304.7,220.3,NA,NA,"plot_1","KSR-field","Jing Qi",5,20,1
"D09","one","AC20","AC",1,121,18,"1-D09",335,74.2,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"D13","one","WT18","WT",1,409,46,"1-D13",2029.4,241.4,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,7,0
"D15","two","WR40a","WR",0,8,7,"1-D15",11,8.3,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"E03","one","FZ19","FZ",1,172,36,"1-E03",908.2,194.6,NA,NA,"plot_1","KSR-field","Steffi",4,22,1
"E04","two","WR40a","WR",1,34,5,"1-E04",7.5,13,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"E05","one","RBE34","RBE",1,90,45,"1-E05",262,68.9,NA,NA,"plot_1","KSR-field","Andrea",0,0,0
"E07","one","HTD2","HTD",1,217,66,"1-E07",655.6,147.5,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,11,0
"E08","one","FZ17","FZ",1,24,38,"1-E08",80.1,30.4,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"E09","one","DE7","DE",1,17,52,"1-E09",86.9,65.8,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"E13","one","KA24","KA",1,54,122,"1-E13",90.5,56.2,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"F02","two","FZ24","FZ",1,12,20,"1-F02",24.3,12.8,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"F04","one","WT18","WT",1,111,57,"1-F04",605.8,153.6,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"F05","two","RBE34","RBE",1,27,23,"1-F05",72.1,33,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"F07","one","HTD28","HTD",1,33,14,"1-F07",116,22.3,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"F08","one","FZ24","FZ",1,372,178,"1-F08",1039.3,225.1,NA,NA,"plot_1","KSR-field","Grant",6,20,1
"F10","one","FZ19","FZ",1,38,72,"1-F10",166.7,151.3,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"F13","one","WT18","WT",1,3,5,"1-F13",63.3,21.5,NA,NA,"plot_1","KSR-field","Samriti",0,0,0
"F14","one","HTR30","HTR",1,6,25,"1-F14",56.4,17.5,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"F16","two","WR40a","WR",1,60,17,"1-F16",93.5,45.8,NA,NA,"plot_1","KSR-field","Samriti",0,0,0
"G16","one","RBE17","RBE",0,12,7,"1-G16",4.5,1.9,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"H04","two","FOR26","FOR",1,18,13,"1-H04",50.7,35.6,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"H08","one","FZ24","FZ",1,93,37,"1-H08",248.1,59.5,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"H09","one","HTD2","HTD",1,72,5,"1-H09",129.8,20.3,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"H12","one","RBE17","RBE",1,151,61,"1-H12",359.3,99.8,NA,NA,"plot_1","KSR-field","Grant",1,1,1
"H13","two","WR31","WR",1,12,34,"1-H13",40.8,24.8,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"H14","one","HTR1","HTR",1,68,28,"1-H14",132.1,38.9,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"H16","one","HTR25","HTR",1,37,13,"1-H16",65.7,20.2,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"I03","two","WR40a","WR",1,6,18,"1-I03",18.9,21.2,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"I04","two","WT18","WT",0,26,51,"1-I04",64.3,30.9,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"I06","one","AC15","AC",1,66,3,"1-I06",380.5,52.5,NA,NA,"plot_1","KSR-field","Jing Qi",4,21,1
"I08","one","KA7","KA",1,75,28,"1-I08",213.5,66,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,6,0
"I13","one","HTD28","HTD",1,111,53,"1-I13",329.5,124.9,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"I14","one","FZ17","FZ",1,254,162,"1-I14",1260.1,155.2,NA,NA,"plot_1","KSR-field","Grant",7,14,1
"J01","one","KA7","KA",1,21,11,"1-J01",100.3,21.9,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"J03","two","FOR15","FOR",1,12,24,"1-J03",78.2,31.4,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"J05","one","FZ24","FZ",1,145,11,"1-J05",434.6,116.5,NA,NA,"plot_1","KSR-field","Jing Qi",1,0,1
"J07","one","DU17","DU",1,51,21,"1-J07",235.1,59.4,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"J08","one","AC3","AC",1,139,85,"1-J08",379.7,146.2,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,4,0
"J10","one","DE7","DE",1,30,30,"1-J10",141.3,72.4,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"J12","one","AC15","AC",1,39,19,"1-J12",836.9,72.9,NA,NA,"plot_1","KSR-field","Monika",5,10,1
"J13","two","WR31","WR",1,15,8,"1-J13",24.3,14.5,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"J15","one","WR31","WR",1,91,95,"1-J15",305.8,63.5,NA,NA,"plot_1","KSR-field","Grant",4,7,1
"J16","one","RBE34","RBE",1,425,341,"1-J16",NA,NA,NA,NA,"plot_1","KSR-field","Grant",0,12,0
"J17","two","AC3","AC",1,30,25,"1-J17",70.5,19.6,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"K04","one","KA16","KA",1,53,20,"1-K04",101.1,38.5,NA,NA,"plot_1","KSR-field","Andrea",0,0,0
"K06","one","WT30","WT",1,27,34,"1-K06",139,43.15,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"K07","one","FZ19","FZ",1,54,48,"1-K07",195.9,52.5,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"K08","one","KA24","KA",1,98,31,"1-K08",271.9,76.3,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"K12","one","WT18","WT",1,140,21,"1-K12",416.5,71.5,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"K13","two","WR31","WR",1,36,116,"1-K13",62.9,53.4,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"K14","one","WR40a","WR",1,69,29,"1-K14",229.7,69.4,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"K15","one","WT30","WT",1,33,19,"1-K15",105.4,28.7,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"M01","two","WT18","WT",1,12,7,"1-M01",12.5,39.5,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"M02","one","KA7","KA",1,32,8,"1-M02",52.1,12.9,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"M03","two","WT18","WT",1,19,18,"1-M03",43.1,20.9,NA,NA,"plot_1","KSR-field","Andrea",0,0,0
"M04","two","FOR15","FOR",1,21,8,"1-M04",26,9.1,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"M05","one","KA7","KA",1,55,48,"1-M05",149.2,62.8,NA,NA,"plot_1","KSR-field","Andrea",0,0,0
"M06","one","WT18","WT",1,2,4,"1-M06",54.1,16.4,NA,NA,"plot_1","KSR-field","Samriti",0,0,0
"M07","one","KA7","KA",1,26,14,"1-M07",69.8,29.8,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"M08","one","HTD2","HTD",1,87,20,"1-M08",NA,43.7,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"M09","two","FOR26","FOR",1,6,19,"1-M09",12.7,12.1,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"M13","one","FOR15","FOR",1,61,64,"1-M13",345.1,151.6,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"M14","two","WR31","WR",1,17,13,"1-M14",35.7,21.6,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"M16","one","DU4","DU",1,86,74,"1-M16",328.9,83.4,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"M17","two","DE15","DE",1,15,12,"1-M17",51,18.8,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"N17","two","FOR43","FOR",1,6,8,"1-N17",9.2,9.7,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"O01","one","RBE17","RBE",1,18,5,"1-O01",24.9,14.3,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"O03","two","FOR15","FOR",1,14,27,"1-O03",23.1,21.6,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"O05","one","DE15","DE",1,18,21,"1-O05",46.5,21.1,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"O06","one","HTR30","HTR",1,149,55,"1-O06",285.1,76.5,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"O07","one","DE7","DE",1,17,23,"1-O07",55.9,22.7,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"O09","one","KA24","KA",1,10,23,"1-O09",30.6,25.9,NA,NA,"plot_1","KSR-field","Steffi",0,6,0
"O10","two","RBE38","RBE",1,33,14,"1-O10",74.1,39.7,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"O12","one","HTR1","HTR",1,56,81,"1-O12",93.1,51,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"O16","two","DU17","DU",1,18,17,"1-O16",24.4,19.9,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"O17","two","FZ17","FZ",1,8,5,"1-O17",20.6,11.2,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"P05","one","HTR30","HTR",1,131,74,"1-P05",424,446.2,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"P13","one","FZ17","FZ",1,54,33,"1-P13",141.5,98.8,NA,NA,"plot_1","KSR-field","not recorded",0,2,0
"P14","one","KA16","KA",1,28,15,"1-P14",38.7,14.2,NA,NA,"plot_1","KSR-field","not recoreded",0,0,0
"Q02","two","RBE38","RBE",1,43,11,"1-Q02",72.6,17.6,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"Q06","one","HTD28","HTD",1,49,9,"1-Q06",NA,35.5,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"Q08","two","FZ24","FZ",1,2,9,"1-Q08",4.8,4.4,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"Q09","one","AC20","AC",1,39,11,"1-Q09",78.4,33.6,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"Q13","one","HTR25","HTR",1,54,6,"1-Q13",89.3,14.8,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"Q15","one","WT30","WT",1,179,31,"1-Q15",393.2,86.6,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"Q17","two","DE15","DE",1,14,22,"1-Q17",76.3,27.35,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"R01","one","FOR43","FOR",1,21,6,"1-R01",46.8,19.3,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"R05","two","FOR15","FOR",1,27,30,"1-R05",33.4,18,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"R07","two","RBE34","RBE",1,4,9,"1-R07",6.8,11.4,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"R08","one","HTD2","HTD",1,117,17,"1-R08",271.6,63.4,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0,0
"R09","two","WT18","WT",1,4,6,"1-R09",20.6,6.5,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"R11","one","RBE38","RBE",1,9,5,"1-R11",25.5,7.6,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"R13","one","DE15","DE",1,103,86,"1-R13",190.6,260.9,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"R15","two","DU4","DU",1,21,12,"1-R15",49.7,18.4,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"R17","two","AC20","AC",0,12,13,"1-R17",16.1,14.6,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"A03","one","WR40a","WR",1,132,4,"2-A03",506.4,105.1,NA,NA,"plot_2","KSR-field","Steffi",0,0,0
"A06","two","HTR1","HTR",1,15,17,"2-A06",12.9,10.5,NA,NA,"plot_2","KSR-field","Steffi",0,0,0
"A09","one","WT18","WT",1,12,14,"2-A09",23,10.1,NA,NA,"plot_2","KSR-field","Simran",0,0,0
"A11","one","WR40a","WR",1,8,15,"2-A11",34,16.6,NA,NA,"plot_2","KSR-field","Simran",0,0,0
"A13","one","KA16","KA",1,21,14,"2-A13",36.2,26.4,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0,0
"A15","one","WT18","WT",1,278,23,"2-A15",5131.7,473.7,NA,NA,"plot_2","KSR-field","Monika",21,27,1
"B01","two","FOR43","FOR",1,328,114,"2-B01",1654.3,184.5,NA,NA,"plot_2","KSR-field","Grant",5,0,1
"B02","two","HTR1","HTR",1,9,4,"2-B02",9.9,3.9,NA,NA,"plot_2","KSR-field","Simran",0,0,0
"B03","one","FOR43","FOR",1,29,0,"2-B03",77.7,10.4,NA,NA,"plot_2","KSR-field","Madeline",0,0,0
"B04","two","DU17","DU",1,10,6,"2-B04",13.9,6,NA,NA,"plot_2","KSR-field","Madeline",0,0,0
"B05","two","HTD2","HTD",1,220,34,"2-B05",493.9,129.4,NA,NA,"plot_2","KSR-field","Nabina",0,0,0
"B06","two","HTR25","HTR",1,3,8,"2-B06",2.9,4.3,NA,NA,"plot_2","KSR-field","Steffi",0,0,0
"B08","one","AC3","AC",1,14,19,"2-B08",58.5,29.9,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0,0
"B09","one","FZ19","FZ",1,44,17,"2-B09",122.4,30.2,NA,NA,"plot_2","KSR-field","Madeline",0,0,0
"B12","one","RBE38","RBE",1,45,30,"2-B12",203.8,80.35,NA,NA,"plot_2","KSR-field","Rebecca",0,0,0
"B13","one","AC20","AC",1,33,13,"2-B13",103.5,24.8,NA,NA,"plot_2","KSR-field","Rebecca",0,0,0
"B14","one","AC20","AC",1,374,14,"2-B14",2512.1,111.5,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,21,0
"B15","one","AC3","AC",1,42,19,"2-B15",151.8,25.2,NA,NA,"plot_2","KSR-field","Madeline",0,0,0
"B16","two","HTD2","HTD",1,0,0,"2-B16",8.2,2.3,NA,NA,"plot_2","KSR-field","Simran",0,0,0
"B17","two","HTD2","HTD",1,136,18,"2-B17",568.6,83.9,NA,NA,"plot_2","KSR-field","Steffi",0,0,0
"B19","two","HTR25","HTR",1,18,13,"2-B19",42.4,11.5,NA,NA,"plot_2","KSR-field","Rebecca",0,0,0
"C01","two","WT30","WT",1,39,22,"2-C01",147.6,35.3,NA,NA,"plot_2","KSR-field","Rebecca",0,0,0
"C02","two","KA16","KA",1,36,33,"2-C02",309.4,72.2,NA,NA,"plot_2","KSR-field","Rebecca",2,0,1
"C04","one","FOR15","FOR",1,126,12,"2-C04",825.8,142.6,NA,NA,"plot_2","KSR-field","Nabina",0,0,0
"C05","two","WT30","WT",1,90,34,"2-C05",897.3,112.3,NA,NA,"plot_2","KSR-field","Abby",1,0,1
"C07","one","RBE38","RBE",1,24,14,"2-C07",17.5,14.6,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0,0
"C09","one","KA16","KA",1,45,28,"2-C09",280.6,44.8,NA,NA,"plot_2","KSR-field","Simran",3,0,1
"C11","one","DE15","DE",1,20,23,"2-C11",74.5,209.3,NA,NA,"plot_2","KSR-field","Simran",0,0,0
"C12","one","HTR1","HTR",1,149,27,"2-C12",732.4,132.1,NA,NA,"plot_2","KSR-field","Steffi",0,0,0
"C13","one","FZ24","FZ",1,27,24,"2-C13",77.8,37.2,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0,0
"C17","two","KA16","KA",1,342,35,"2-C17",1429.6,195,NA,NA,"plot_2","KSR-field","Steffi",9,0,1
"D01","two","HTD2","HTD",1,10,5,"2-D01",10.6,3.8,NA,NA,"plot_2","KSR-field","Jing Qi",0,0,0
"D02","two","WT30","WT",1,18,6,"2-D02",46.7,27.5,NA,NA,"plot_2","KSR-field","not recorded",0,0,0
"D03","one","FOR15","FOR",1,34,4,"2-D03",58.7,16,NA,NA,"plot_2","KSR-field","Madeline",0,0,0
"D04","one","WR40a","WR",1,174,50,"2-D04",966.5,136.8,NA,NA,"plot_2","KSR-field","Steffi",2,3,1
"D06","two","DU17","DU",1,33,41,"2-D06",111.7,34,NA,NA,"plot_2","KSR-field","Rebecca",0,0,0
"D08","one","AC20","AC",1,0,4,"2-D08",9.5,11.4,NA,NA,"plot_2","KSR-field","Grant",0,0,0
"D09","one","FOR15","FOR",1,35,25,"2-D09",85.1,19.4,NA,NA,"plot_2","KSR-field","Samriti",0,0,0
"D10","one","KA24","KA",1,49,84,"2-D10",263.6,115.8,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
