"position","block","line","pop","survival","leaf","nod","plant_ID","shoot","root","choice","totalred","env","dataset","diss","flo","fru","flo_bin"
"F02","two","FOR43","FOR",1,6,8,"3-F02",5.3,4.1,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"F03","one","WR31","WR",1,28,48,"3-F03",217.9,75,NA,NA,"plot_3","KSR-field","Monika",0,0,0
"F04","one","FOR15","FOR",1,32,15,"3-F04",323.5,48.3,NA,NA,"plot_3","KSR-field","Monika",1,2,1
"F05","one","KA16","KA",1,29,75,"3-F05",53.3,58.1,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"F07","one","DU4","DU",1,287,41,"3-F07",1176.2,358,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"F08","one","KA16","KA",1,30,13,"3-F08",84.8,52.8,NA,NA,"plot_3","KSR-field","Steffi",6,4,1
"F10","one","AC20","AC",1,70,13,"3-F10",729.4,108.1,NA,NA,"plot_3","KSR-field","Monika",0,0,0
"F11","one","WT18","WT",1,12,4,"3-F11",23.2,12.2,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"F13","two","FOR26","FOR",1,39,8,"3-F13a",42.7,28.1,NA,NA,"plot_3","KSR-field","Steffi",1,5,1
"F13","two","FOR26","FOR",1,10,12,"3-F13b",115.2,27.6,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"F14","two","FZ24","FZ",1,70,19,"3-F14",176,24.7,NA,NA,"plot_3","KSR-field","Yumeng",0,0,0
"F17","two","DU4","DU",1,17,10,"3-F17",41.5,6.3,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"G02","two","FZ17","FZ",1,7,4,"3-G02",6.1,0.9,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"G03","one","HTR1","HTR",1,13,4,"3-G03",11.3,4.8,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"G04","one","WR40a","WR",1,50,64,"3-G04",329.5,71,NA,NA,"plot_3","KSR-field","Monika",0,0,0
"G05","one","KA7","KA",1,32,22,"3-G05",52.3,25.1,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"G06","one","FOR43","FOR",1,197,112,"3-G06",538.5,168.9,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"G07","one","KA7","KA",1,65,60,"3-G07",69.6,33.1,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"G08","one","HTD28","HTD",1,101,27,"3-G08",NA,NA,NA,NA,"plot_3","KSR-field","Samriti",0,0,0
"G09","one","DU4","DU",1,103,50,"3-G09",325.2,171.8,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"G12","two","FOR26","FOR",1,9,15,"3-G12",5.9,17.5,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"G13","two","FOR15","FOR",1,9,13,"3-G13",11.6,3.8,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"G14","two","DU4","DU",1,136,24,"3-G14",NA,NA,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"G15","two","WT30","WT",1,17,5,"3-G15",45.9,6.7,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"G17","two","HTD28","HTD",1,159,69,"3-G17",637.8,73.4,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"G18","two","AC20","AC",1,139,9,"3-G18",545.8,53.7,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"G19","two","FOR43","FOR",1,18,1,"3-G19",20.4,7.6,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"G20","two","FOR26","FOR",1,24,2,"3-G20",65.9,17.6,NA,NA,"plot_3","KSR-field","Rebecca",0,0,0
"H02","two","HTR30","HTR",1,3,12,"3-H02",2.3,1.9,NA,NA,"plot_3","KSR-field","Samriti",0,0,0
"H04","one","AC20","AC",1,177,73,"3-H04",652.6,474.1,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"H05","one","FZ19","FZ",1,88,1,"3-H05",224.1,38.4,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"H06","one","DE7","DE",1,70,10,"3-H06",242.8,47,NA,NA,"plot_3","KSR-field","Yumeng",0,0,0
"H07","one","HTR30","HTR",1,51,9,"3-H07",122.5,87.7,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"H08","one","DE15","DE",1,68,7,"3-H08",302.9,77.2,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"H09","one","HTD28","HTD",1,541,85,"3-H09",3447.3,283.5,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"H10","one","HTD2","HTD",1,63,52,"3-H10",933.9,277.8,NA,NA,"plot_3","KSR-field","Steffi",7,2,1
"H13","two","DE15","DE",1,64,8,"3-H13",179.6,31.7,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"H17","two","HTD28","HTD",1,12,0,"3-H17",20.4,3.7,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"H18","two","WT30","WT",1,51,5,"3-H18",NA,NA,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"I02","two","KA7","KA",1,6,1,"3-I02",NA,NA,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"I03","one","FOR15","FOR",1,63,22,"3-I03",NA,NA,NA,NA,"plot_3","KSR-field","Samriti",0,0,0
"I04","one","WT18","WT",1,63,27,"3-I04",203.4,63.9,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"I05","one","WR40a","WR",1,85,8,"3-I05",273,39.5,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"I06","one","FZ24","FZ",1,2,5,"3-I06",87.8,18.5,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"I07","one","RBE38","RBE",1,78,3,"3-I07",186.2,60.1,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"I08","one","HTR25","HTR",1,30,20,"3-I08",64,10.9,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"I10","one","RBE38","RBE",1,137,53,"3-I10",562.3,237.9,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"I11","two","WR31","WR",1,14,3,"3-I11",41.2,7.9,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"I12","two","WR40a","WR",1,10,5,"3-I12",19.6,23,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"I14","two","FZ19","FZ",1,72,16,"3-I14",128,49.5,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"I15","two","DU4","DU",1,49,27,"3-I15",190.3,26.5,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"J06","one","RBE34","RBE",1,3,5,"3-J06",5.9,6.7,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"J07","one","FOR43","FOR",1,108,49,"3-J07",644.6,240.7,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"J09","one","KA24","KA",1,159,114,"3-J09",NA,NA,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"J11","two","FZ17","FZ",1,3,28,"3-J11",13.2,16.2,NA,NA,"plot_3","KSR-field","Madeline?",0,0,0
"J14","two","DE15","DE",1,30,18,"3-J14",45.15,6.6,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"J16","two","WT30","WT",1,111,38,"3-J16",557.8,70.2,NA,NA,"plot_3","KSR-field","Madeline",2,1,1
"J17","two","HTD28","HTD",1,49,6,"3-J17",76.2,14.2,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"K04","one","FOR26","FOR",1,26,16,"3-K04",106.6,54.2,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"K05","one","KA16","KA",1,52,23,"3-K05",NA,NA,NA,NA,"plot_3","KSR-field","Samriti",0,0,0
"K11","two","FOR15","FOR",1,20,11,"3-K11",22,72.7,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"K14","two","FZ19","FZ",1,23,9,"3-K14",26,12.3,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"K15","two","DU4","DU",1,44,44,"3-K15",101.8,31.5,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"K16","two","WR40a","WR",1,38,38,"3-K16",90.8,16,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"K18","two","KA7","KA",1,9,3,"3-K18",4.6,2.2,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"L02","two","AC3","AC",1,8,4,"3-L02",5.7,2,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"L03","one","RBE34","RBE",1,15,25,"3-L03",56,23.4,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"L05","one","RBE17","RBE",1,15,6,"3-L05",19.7,7.9,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"L08","one","KA7","KA",1,24,6,"3-L08",31.4,27.1,NA,NA,"plot_3","KSR-field","Samriti",0,0,0
"L09","one","HTR30","HTR",1,25,23,"3-L09",73.4,40.8,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"L10","two","KA7","KA",1,13,4,"3-L10",23.2,33.8,NA,NA,"plot_3","KSR-field","Samriti",0,0,0
"L11","two","DE15","DE",1,25,7,"3-L11",68.9,13.4,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"L13","two","WR31","WR",1,11,6,"3-L13",36.8,8.1,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"L15","two","KA7","KA",0,14,7,"3-L15",12.9,17.6,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"L18","two","WR40a","WR",1,8,5,"3-L18",7.7,2.3,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"L19","two","HTD28","HTD",1,5,3,"3-L19",3.6,2.2,NA,NA,"plot_3","KSR-field","Samriti",0,0,0
"L20","two","RBE38","RBE",1,51,16,"3-L20",NA,NA,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"M02","two","HTR30","HTR",1,17,3,"3-M02",43.1,13.3,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"M03","one","DE15","DE",1,27,12,"3-M03",NA,NA,NA,NA,"plot_3","KSR-field","Samriti",0,0,0
"M04","one","AC15","AC",1,30,12,"3-M04",173.3,19.3,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"M05","one","RBE38","RBE",1,164,44,"3-M05",NA,NA,NA,NA,"plot_3","KSR-field","Steffi",0,6,0
"M13","two","DE15","DE",1,62,19,"3-M13",275.4,91,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"M14","two","DU4","DU",1,51,17,"3-M14",88.3,24.2,NA,NA,"plot_3","KSR-field","Rebecca",0,0,0
"M18","two","FOR43","FOR",1,4,16,"3-M18",66.3,101.9,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"M19","two","FOR26","FOR",1,3,3,"3-M19",1.15,1.5,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"N04","one","HTR30","HTR",1,85,15,"3-N04",580,474.3,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"N06","one","FZ17","FZ",1,63,17,"3-N06",179.4,37.8,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"N09","one","FOR15","FOR",1,19,15,"3-N09",70.9,38.7,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"N11","two","WR31","WR",1,8,2,"3-N11",12,3.8,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"N13","two","DU4","DU",1,14,9,"3-N13",14.8,17.9,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"N14","two","WR31","WR",1,39,66,"3-N14",228.4,58.7,NA,NA,"plot_3","KSR-field","Rebecca",0,0,0
"N15","two","DU4","DU",1,24,13,"3-N15",38.1,13.2,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"N18","two","RBE38","RBE",1,66,17,"3-N18",193.2,34.3,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"N20","two","FOR43","FOR",1,186,32,"3-N20",1145,144.3,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"O04","one","HTD2","HTD",1,294,43,"3-O04",1225.4,157.3,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,10,0
"O05","one","KA24","KA",1,33,23,"3-O05",21.9,11,NA,NA,"plot_3","KSR-field","Yumeng",0,0,0
"O07","one","AC20","AC",1,43,20,"3-O07",NA,NA,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"O09","one","FZ24","FZ",1,6,1,"3-O09",18.1,22.7,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"O13","two","FZ19","FZ",1,10,6,"3-O13",22.8,8.3,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"O18","two","HTD2","HTD",1,4,5,"3-O18",2,2.7,NA,NA,"plot_3","KSR-field","Jing Qi",0,0,0
"O19","two","KA7","KA",1,29,11,"3-O19",47,19.8,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"P06","one","FZ24","FZ",0,48,52,"3-P06",NA,NA,NA,NA,"plot_3","KSR-field","Monika",0,0,0
"P07","one","HTR1","HTR",1,7,4,"3-P07",28.2,7,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"P08","one","RBE34","RBE",1,58,41,"3-P08",142.4,50.4,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"P09","one","RBE38","RBE",1,57,22,"3-P09",303.8,38.2,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"P10","one","FZ24","FZ",1,28,18,"3-P10",68.4,15,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"P11","two","KA16","KA",1,3,5,"3-P11",3,2,NA,NA,"plot_3","KSR-field","Jingqi Hao",0,0,0
"P14","two","DE15","DE",1,51,23,"3-P14",NA,36.8,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"P19","two","FOR26","FOR",1,19,13,"3-P19",33.5,19.3,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"P20","two","AC15","AC",1,2,3,"3-P20",1.8,1.9,NA,NA,"plot_3","KSR-field","Rebecca",0,0,0
"Q02","two","RBE38","RBE",1,6,6,"3-Q02",10.4,12.7,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"Q08","one","WR40a","WR",1,64,13,"3-Q08",37.8,170.4,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"Q10","two","WR31","WR",1,7,5,"3-Q10",6.9,3.15,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
"Q14","two","FOR26","FOR",1,12,1,"3-Q14",7.8,4.8,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"Q15","two","FOR15","FOR",1,13,6,"3-Q15",24.2,6.4,NA,NA,"plot_3","KSR-field","Jing Qi",0,0,0
"Q16","two","AC3","AC",1,6,2,"3-Q16",3.7,2.4,NA,NA,"plot_3","KSR-field","Samriti",0,0,0
"R05","one","HTR25","HTR",1,6,5,"3-R05",5.5,2.6,NA,NA,"plot_3","KSR-field","Simran",0,0,0
"R09","one","HTR30","HTR",1,4,12,"3-R09",64,9.3,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"R15","two","WR31","WR",1,12,3,"3-R15",14.4,4.8,NA,NA,"plot_3","KSR-field","Jing Qi",0,0,0
"R16","two","WR40a","WR",1,9,9,"3-R16a",2.1,2.4,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"R16","two","WR40a","WR",1,7,10,"3-R16b",3.3,4.9,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"J05","two","FOR43","FOR",1,108,6,"NR-01",318.4,57.6,NA,NA,"plot_2","KSR-field","Andrea",0,0,0
"K05","two","DU17","DU",1,4,4,"NR-02",13.7,13.5,NA,NA,"plot_2","KSR-field","Andrea",0,0,0
"M05","two","FOR43","FOR",1,78,21,"NR-03",291.3,72.5,NA,NA,"plot_2","KSR-field","Andrea",0,0,0
"O06","two","HTD2","HTD",1,43,22,"NR-05",133.7,31.2,NA,NA,"plot_2","KSR-field","Andrea",0,0,0
"B09","one","HTR25","HTR",1,104,49,"NR-06",392.2,70.8,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,3,0
"B10","one","HTR1","HTR",1,200,83,"NR-07",1563.8,311.9,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0,0
"N15","one","FOR43","FOR",1,274,75,"NR-08",1774.5,177.4,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,11,0
"M12","one","FZ24","FZ",1,140,65,"NR-09",691.9,107.9,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0,0
"E02","one","FOR26","FOR",1,2,10,"NR-15",5.2,7.6,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"L02","one","FOR43","FOR",1,269,136,"NR-17",NA,NA,NA,NA,"plot_2","KSR-field","Grant",0,0,0
"A02","one","KA24","KA",1,86,50,"NR-19",209.4,98.6,NA,NA,"plot_2","KSR-field","Grant",0,0,0
"H10","two","FZ19","FZ",1,6,3,"NR-21",14.2,3.6,NA,NA,"plot_1","KSR-field","Jingqi Hao",0,0,0
"G16","one","HTR25","HTR",1,21,13,"NR-22",21.7,5.1,NA,NA,"plot_1","KSR-field","Madeline",0,0,0
"I04","two","FOR26","FOR",1,7,13,"NR-23",5.3,3.5,NA,NA,"plot_1","KSR-field","Madeline",0,0,0
"C06","two","HTR30","HTR",1,2,5,"NR-25",4.8,3.6,NA,NA,"plot_1","KSR-field","Madeline",0,0,0
"D02","two","FOR26","FOR",1,6,1,"NR-26",6.7,1.3,NA,NA,"plot_1","KSR-field","Madeline",0,0,0
"F07","one","HTR25","HTR",1,29,17,"NR-28",56.8,16.1,NA,NA,"plot_1","KSR-field","Madeline",0,0,0
"I07","one","WT30","WT",1,1,2,"NR-29",15.5,3.3,NA,NA,"plot_1","KSR-field","Madeline",0,0,0
"J10","one","RBE38","RBE",1,26,5,"NR-30",115.9,15.2,NA,NA,"plot_1","KSR-field","Madeline",0,0,0
"J13","one","AC20","AC",1,20,52,"NR-31",64,20,NA,NA,"plot_1","KSR-field","Madeline",0,0,0
"P02","two","FOR15","FOR",1,6,17,"NR-32",15.9,8.7,NA,NA,"plot_1","KSR-field","Madeline",0,0,0
"R11","one","HTR25","HTR",1,11,7,"NR-34",10.8,3.3,NA,NA,"plot_1","KSR-field","Madeline",0,0,0
"N08","two","FZ17","FZ",1,0,6,"NR-35",NA,NA,NA,NA,"plot_2","KSR-field","Madeline",0,9,0
"K05","two","DU17","DU",1,9,7,"NR-40",NA,NA,NA,NA,"plot_3","KSR-field","Monika",0,0,0
"M18","two","HTR25","HTR",1,NA,12,"NR-42",NA,NA,NA,NA,"plot_2","KSR-field","not recorded",0,0,0
"M13","one","DE15","DE",1,24,22,"NR-48",18.8,81.5,NA,NA,"plot_1","KSR-field","Rebecca",0,0,0
"Q04","two","RBE17","RBE",1,4,14,"NR-49",3.6,2.5,NA,NA,"plot_1","KSR-field","Samriti",0,0,0
"K03","two","RBE34","RBE",1,67,18,"NR-50",220.1,22.1,NA,NA,"plot_1","KSR-field","Samriti",0,0,0
"Q17","two","FZ17","FZ",1,6,9,"NR-51",5.4,5.2,NA,NA,"plot_1","KSR-field","Samriti",0,0,0
"J01","two","AC15","AC",1,90,22,"NR-52",NA,NA,NA,NA,"plot_2","KSR-field","Samriti",2,3,1
"P10","one","DE15","DE",1,5,14,"NR-54",19.9,6.7,NA,NA,"plot_1","KSR-field","Samriti",0,0,0
"D07","one","DE7","DE",1,1,6,"NR-56",19.3,9.4,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"O09","one","DU4","DU",1,12,18,"NR-57",34.3,16.3,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"R07","two","WR40a","WR",1,3,7,"NR-58",3.7,5,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"P07","one","AC20","AC",1,18,12,"NR-59",24.5,11.9,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"F03","two","RBE17","RBE",1,1,7,"NR-60",7.7,7.6,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"F16","one","DU4","DU",1,22,16,"NR-61",59.8,12.6,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"J09","one","HTR25","HTR",1,82,22,"NR-62",NA,NA,NA,NA,"plot_2","KSR-field","Steffi",4,5,1
"K10","one","KA16","KA",1,157,69,"NR-63",639.3,127,NA,NA,"plot_2","KSR-field","Steffi",2,4,1
"E10","one","HTR1","HTR",1,71,44,"NR-64",363.3,80.8,NA,NA,"plot_1","KSR-field","Steffi",0,0,0
"C09","one","HTD2","HTD",1,123,45,"NR-65",NA,NA,NA,NA,"plot_2","KSR-field","Steffi",3,21,1
"D19","two","HTR1","HTR",1,51,2,"NR-66",NA,NA,NA,NA,"plot_2","KSR-field","Steffi",0,0,0
"E12","one","HTR1","HTR",1,15,26,"NR-67",53.5,16.7,NA,NA,"plot_2","KSR-field","Steffi",0,0,0
"N14","one","HTR25","HTR",1,121,16,"NR-68",311.2,50.9,NA,NA,"plot_2","KSR-field","Steffi",0,0,0
"F05","one","KA16","KA",1,122,8,"NR-69",NA,NA,NA,NA,"plot_2","KSR-field","Steffi",7,3,1
"H03","one","KA24","KA",1,64,10,"NR-70",14.5,8.6,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"J16","one","RBE34","RBE",1,19,11,"NR-71",122.2,18.6,NA,NA,"plot_1","KSR-field","Simran",0,0,0
"Q02","two","RBE38","RBE",1,3,10,"NR-73",15.3,10.1,NA,NA,"plot_1","KSR-field","Grant",0,0,0
"B19","two","HTR25","HTR",1,45,6,"NR-74",62.7,15.6,NA,NA,"plot_2","KSR-field","Grant",0,0,0
"E06","one","HTR1","HTR",1,114,79,"NR-76",358.2,159.4,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"G12","two","FOR26","FOR",1,37,7,"NR-77",56.6,22.8,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"G15","two","WT30","WT",1,32,7,"NR-78",121.7,21.6,NA,NA,"plot_3","KSR-field","Steffi",0,0,0
"G17","two","HTD28","HTD",1,101,10,"NR-79",387.8,38.6,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0,0
"I18","two","RBE38","RBE",1,71,24,"NR-80",NA,NA,NA,NA,"plot_3","KSR-field","Grant",0,0,0
"I18","two","RBE38","RBE",1,29,19,"NR-81",70.4,8.8,NA,NA,"plot_3","KSR-field","Samriti",0,0,0
"K11","two","FOR15","FOR",1,13,8,"NR-82",24.9,8,NA,NA,"plot_3","KSR-field","Madeline",0,0,0
