"position","block","line","pop","survival","leaf","nod","plant_ID","shoot","root","choice","totalred","env","dataset","diss","flo","fru"
"41","4","KA16","KA",1,13,281,"1187-41",59.4,28.1,0.761565836298932,214,"GH","ESC-greenhouse","Simonsen",NA,NA
"52","4","DU4","DU",1,12,333,"1533-52",63,29.2,0.870870870870871,290,"GH","ESC-greenhouse","Simonsen",NA,NA
"39","4","KA7","KA",1,11,571,"1118-39",76,29.2,0.355516637478109,203,"GH","ESC-greenhouse","Simonsen",NA,NA
"41","4","AC15","AC",1,10,263,"1209-41",63.1,30.2,0.752851711026616,198,"GH","ESC-greenhouse","Simonsen",NA,NA
"5","1","WT30","WT",1,10,220,"142-5",67,30.4,0.45,99,"GH","ESC-greenhouse","Simonsen",NA,NA
"48","4","DE15","DE",1,13,279,"1400-48",80.2,30.7,0.612903225806452,171,"GH","ESC-greenhouse","Simonsen",NA,NA
"57","5","FZ24","FZ",1,10,212,"1651-57",74.8,31.7,0.683962264150943,145,"GH","ESC-greenhouse","Simonsen",NA,NA
"75","6","FOR15","FOR",1,18,315,"2173-75",111.8,32.7,0.711111111111111,224,"GH","ESC-greenhouse","Simonsen",NA,NA
"48","4","DE7","DE",1,9,324,"1409-48",45.2,32.8,0.524691358024691,170,"GH","ESC-greenhouse","Simonsen",NA,NA
"36","3","RBE38","RBE",1,14,198,"1043-36",71.5,32.9,0.666666666666667,132,"GH","ESC-greenhouse","Simonsen",NA,NA
"33","3","HTD28","HTD",1,11,332,"931-33",59,33,0.840361445783133,279,"GH","ESC-greenhouse","Simonsen",NA,NA
"33","3","WT30","WT",1,15,333,"954-33",85,33.9,0.576576576576577,192,"GH","ESC-greenhouse","Simonsen",NA,NA
"69","6","FZ24","FZ",1,12,425,"2004-69",120,34.7,0.668235294117647,284,"GH","ESC-greenhouse","Simonsen",NA,NA
"62","5","FOR43","FOR",1,21,366,"1817-62",118,36.7,0.614754098360656,225,"GH","ESC-greenhouse","Simonsen",NA,NA
"36","3","AC20","AC",1,16,184,"1048-36",83.7,36.9,0.695652173913043,128,"GH","ESC-greenhouse","Simonsen",NA,NA
"35","3","KA16","KA",1,9,286,"1006-35",110,41.4,0.475524475524476,136,"GH","ESC-greenhouse","Simonsen",NA,NA
"45","4","AC20","AC",1,18,194,"1334-45",105,43,0.871134020618557,169,"GH","ESC-greenhouse","Simonsen",NA,NA
"62","5","AC3","AC",1,31,317,"1821-62",165,43.2,0.630914826498423,200,"GH","ESC-greenhouse","Simonsen",NA,NA
"75","6","HTR1","HTR",1,14,475,"2192-75",99.9,44,0.623157894736842,296,"GH","ESC-greenhouse","Simonsen",NA,NA
"57","5","HTR1","HTR",1,22,295,"1655-57",91.2,44.5,0.654237288135593,193,"GH","ESC-greenhouse","Simonsen",NA,NA
"35","3","WR40a","WR",1,20,219,"1017-35",116,44.9,0.621004566210046,136,"GH","ESC-greenhouse","Simonsen",NA,NA
"61","5","DE15","DE",1,20,175,"1781-61",184,46.2,0.84,147,"GH","ESC-greenhouse","Simonsen",NA,NA
"46","4","KA16","KA",1,15,343,"1353-46",143.3,46.3,0.801749271137026,275,"GH","ESC-greenhouse","Simonsen",NA,NA
"75","6","WR31","WR",1,4,757,"2191-75",177.7,46.5,0.618229854689564,468,"GH","ESC-greenhouse","Simonsen",NA,NA
"75","6","AC3","AC",1,28,410,"2195-75",200,47.7,0.702439024390244,288,"GH","ESC-greenhouse","Simonsen",NA,NA
"33","3","DE15","DE",1,12,364,"933-33",119,52.1,0.791208791208791,288,"GH","ESC-greenhouse","Simonsen",NA,NA
"41","4","DU4","DU",1,15,378,"1194-41",101.4,53,0.722222222222222,273,"GH","ESC-greenhouse","Simonsen",NA,NA
"24","3","DU4","DU",1,28,571,"691-24",175.9,54.9,0.756567425569177,432,"GH","ESC-greenhouse","Simonsen",NA,NA
"57","5","KA16","KA",1,15,607,"1659-57",188.2,55.4,0.644151565074135,391,"GH","ESC-greenhouse","Simonsen",NA,NA
"57","5","AC15","AC",1,20,252,"1652-57",148.7,55.5,0.607142857142857,153,"GH","ESC-greenhouse","Simonsen",NA,NA
"46","4","FOR43","FOR",1,21,464,"1357-46",175,55.7,0.655172413793103,304,"GH","ESC-greenhouse","Simonsen",NA,NA
"45","4","WR31","WR",1,25,856,"1319-45",173,59.7,0.741822429906542,635,"GH","ESC-greenhouse","Simonsen",NA,NA
"61","5","AC20","AC",1,21,291,"1794-61",163,61.3,0.807560137457045,235,"GH","ESC-greenhouse","Simonsen",NA,NA
"93","8","RBE34","RBE",1,24,799,"2698-93",194.6,61.4,0.622027534418023,497,"GH","ESC-greenhouse","Simonsen",NA,NA
"85","7","HTD28","HTD",1,24,557,"2476-85",190.1,61.9,0.843806104129264,470,"GH","ESC-greenhouse","Simonsen",NA,NA
"40","4","HTR25","HTR",1,31,407,"1160-40",144.8,62.1,0.72972972972973,297,"GH","ESC-greenhouse","Simonsen",NA,NA
"57","5","RBE34","RBE",1,36,625,"1660-57",375.3,74.5,0.7088,443,"GH","ESC-greenhouse","Simonsen",NA,NA
"46","4","HTD28","HTD",1,31,593,"1358-46",206.1,78,0.841483979763912,499,"GH","ESC-greenhouse","Simonsen",NA,NA
"15","2","DU4","DU",1,20,721,"431-15",179.1,80.3,0.79750346740638,575,"GH","ESC-greenhouse","Simonsen",NA,NA
"62","5","FZ17","FZ",1,32,669,"1823-62",209,81.5,0.672645739910314,450,"GH","ESC-greenhouse","Simonsen",NA,NA
"35","3","HTR30","HTR",1,32,841,"995-35",262,90.7,0.473246135552913,398,"GH","ESC-greenhouse","Simonsen",NA,NA
"62","5","DU4","DU",1,27,475,"1818-62",268.5,94.49,0.949473684210526,451,"GH","ESC-greenhouse","Simonsen",NA,NA
"36","3","HTD2","HTD",1,16,632,"1045-36",142.5,104.8,0.704113924050633,445,"GH","ESC-greenhouse","Simonsen",NA,NA
"46","4","FZ24","FZ",1,33,699,"1337-46",311,105.4,0.608011444921316,425,"GH","ESC-greenhouse","Simonsen",NA,NA
"45","4","RBE38","RBE",1,29,330,"1308-45",295,109.6,0.739393939393939,244,"GH","ESC-greenhouse","Simonsen",NA,NA
"3","1","FZ17","FZ",1,25,814,"72-3",314,130.5,0.648648648648649,528,"GH","ESC-greenhouse","Simonsen",NA,NA
"36","3","HTR30","HTR",1,36,805,"1025-36",354.7,202.4,0.612422360248447,493,"GH","ESC-greenhouse","Simonsen",NA,NA
"A01","one","DE7","DE",1,75,53,"1-A01",300.3,57.9,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"A03","two","FZ24","FZ",1,8,6,"1-A03",8.5,3.9,NA,NA,"plot_1","KSR-field","Simran",0,0
"A04","two","WT18","WT",1,54,32,"1-A04",150.3,82.6,NA,NA,"plot_1","KSR-field","not recoreded",0,0
"A06","two","FZ24","FZ",0,1,14,"1-A06",4.5,8.4,NA,NA,"plot_1","KSR-field","Andrea",0,0
"A07","one","HTR1","HTR",1,78,19,"1-A07",363.8,61.2,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"A08","two","WT18","WT",1,72,39,"1-A08",174.3,62,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"A09","one","KA7","KA",1,49,4,"1-A09",177,12.9,NA,NA,"plot_1","KSR-field","Simran",0,0
"A12","two","HTR30","HTR",1,9,1,"1-A12",8.6,5.1,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"A13","one","FOR43","FOR",1,220,100,"1-A13",620.8,189.1,NA,NA,"plot_1","KSR-field","Andrea and Jessica",10,1
"A14","one","WR31","WR",1,64,53,"1-A14",122.3,45.2,NA,NA,"plot_1","KSR-field","Grant",0,0
"A16","one","RBE38","RBE",1,53,17,"1-A16",116.8,28.6,NA,NA,"plot_1","KSR-field","Grant",0,0
"B03","two","FZ24","FZ",1,14,11,"1-B03",46.9,33.2,NA,NA,"plot_1","KSR-field","Steffi",0,0
"B05","one","FOR15","FOR",1,212,48,"1-B05",754.5,140,NA,NA,"plot_1","KSR-field","Jing Qi",0,0
"B06","one","WT18","WT",1,21,29,"1-B06",82,26.6,NA,NA,"plot_1","KSR-field","Grant",0,0
"B07","one","WT18","WT",1,145,32,"1-B07",564.6,90.3,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"B08","two","RBE38","RBE",1,22,5,"1-B08",25,13.7,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"B09","one","RBE38","RBE",1,42,13,"1-B09",155.5,35.5,NA,NA,"plot_1","KSR-field","Steffi",0,0
"B10","one","HTR30","HTR",1,27,15,"1-B10",54.8,26.9,NA,NA,"plot_1","KSR-field","Steffi",0,0
"B12","one","FOR15","FOR",1,79,83,"1-B12",715,360.1,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"B13","two","HTR30","HTR",1,25,20,"1-B13",178.6,70.4,NA,NA,"plot_1","KSR-field","Monika",0,0
"B14","one","AC15","AC",1,54,20,"1-B14",112.55,35.1,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"C02","two","FOR26","FOR",1,1,8,"1-C02",17.3,109,NA,NA,"plot_1","KSR-field","Steffi",0,0
"C03","one","FOR26","FOR",1,31,14,"1-C03",49.8,23.9,NA,NA,"plot_1","KSR-field","Steffi",0,0
"C08","one","FZ24","FZ",1,180,66,"1-C08",467.2,114.8,NA,NA,"plot_1","KSR-field","Samriti",0,0
"C09","one","DE15","DE",1,27,9,"1-C09",61.1,23.1,NA,NA,"plot_1","KSR-field","Steffi",0,0
"C10","one","HTD2","HTD",1,81,19,"1-C10",232.4,39.9,NA,NA,"plot_1","KSR-field","Grant",0,0
"C12","one","KA7","KA",1,67,13,"1-C12",157.6,46.1,NA,NA,"plot_1","KSR-field","Steffi",0,1
"C14","one","FOR43","FOR",1,159,63,"1-C14",429.8,106.3,NA,NA,"plot_1","KSR-field","Grant",0,1
"C15","one","FOR26","FOR",1,69,23,"1-C15",176.8,58.8,NA,NA,"plot_1","KSR-field","Samriti",0,0
"D01","one","KA16","KA",0,7,4,"1-D01",8.2,8,NA,NA,"plot_1","KSR-field","Steffi",0,0
"D02","one","FZ24","FZ",1,30,5,"1-D02",177.8,48.6,NA,NA,"plot_1","KSR-field","Steffi",0,0
"D03","two","RBE38","RBE",1,21,8,"1-D03",44,12.6,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"D04","one","KA16","KA",1,42,24,"1-D04",117.9,29.3,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"D05","one","FOR15","FOR",1,39,14,"1-D05",94.4,39.6,NA,NA,"plot_1","KSR-field","Jing Qi",0,0
"D06","one","AC3","AC",1,446,44,"1-D06",1304.7,220.3,NA,NA,"plot_1","KSR-field","Jing Qi",5,20
"D08","one","WT39","WT",1,180,26,"1-D08",550.3,91.4,NA,NA,"plot_1","KSR-field","Samriti",0,0
"D09","one","AC20","AC",1,121,18,"1-D09",335,74.2,NA,NA,"plot_1","KSR-field","Grant",0,0
"D13","one","WT18","WT",1,409,46,"1-D13",2029.4,241.4,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,7
"D15","two","WR40a","WR",0,8,7,"1-D15",11,8.3,NA,NA,"plot_1","KSR-field","Grant",0,0
"E03","one","FZ19","FZ",1,172,36,"1-E03",908.2,194.6,NA,NA,"plot_1","KSR-field","Steffi",4,22
"E04","two","WR40a","WR",1,34,5,"1-E04",7.5,13,NA,NA,"plot_1","KSR-field","Steffi",0,0
"E05","one","RBE34","RBE",1,90,45,"1-E05",262,68.9,NA,NA,"plot_1","KSR-field","Andrea",0,0
"E07","one","HTD2","HTD",1,217,66,"1-E07",655.6,147.5,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,11
"E08","one","FZ17","FZ",1,24,38,"1-E08",80.1,30.4,NA,NA,"plot_1","KSR-field","Grant",0,0
"E09","one","DE7","DE",1,17,52,"1-E09",86.9,65.8,NA,NA,"plot_1","KSR-field","Steffi",0,0
"F02","two","FZ24","FZ",1,12,20,"1-F02",24.3,12.8,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"F03","two","WT39","WT",1,34,13,"1-F03",65.7,NA,NA,NA,"plot_1","KSR-field","Steffi",0,0
"F04","one","WT18","WT",1,111,57,"1-F04",605.8,153.6,NA,NA,"plot_1","KSR-field","Steffi",0,0
"F05","two","RBE34","RBE",1,27,23,"1-F05",72.1,33,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"F07","one","HTD28","HTD",1,33,14,"1-F07",116,22.3,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"F08","one","FZ24","FZ",1,372,178,"1-F08",1039.3,225.1,NA,NA,"plot_1","KSR-field","Grant",6,20
"F10","one","FZ19","FZ",1,38,72,"1-F10",166.7,151.3,NA,NA,"plot_1","KSR-field","Steffi",0,0
"F13","one","WT18","WT",1,3,5,"1-F13",63.3,21.5,NA,NA,"plot_1","KSR-field","Samriti",0,0
"F14","one","HTR30","HTR",1,6,25,"1-F14",56.4,17.5,NA,NA,"plot_1","KSR-field","Simran",0,0
"F16","two","WR40a","WR",1,60,17,"1-F16",93.5,45.8,NA,NA,"plot_1","KSR-field","Samriti",0,0
"G16","one","RBE17","RBE",0,12,7,"1-G16",4.5,1.9,NA,NA,"plot_1","KSR-field","Grant",0,0
"H04","two","FOR26","FOR",1,18,13,"1-H04",50.7,35.6,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"H08","one","FZ24","FZ",1,93,37,"1-H08",248.1,59.5,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"H09","one","HTD2","HTD",1,72,5,"1-H09",129.8,20.3,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"H12","one","RBE17","RBE",1,151,61,"1-H12",359.3,99.8,NA,NA,"plot_1","KSR-field","Grant",1,1
"H13","two","WR31","WR",1,12,34,"1-H13",40.8,24.8,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"H14","one","HTR1","HTR",1,68,28,"1-H14",132.1,38.9,NA,NA,"plot_1","KSR-field","Grant",0,0
"H16","one","HTR25","HTR",1,37,13,"1-H16",65.7,20.2,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"I03","two","WR40a","WR",1,6,18,"1-I03",18.9,21.2,NA,NA,"plot_1","KSR-field","Grant",0,0
"I04","two","WT18","WT",0,26,51,"1-I04",64.3,30.9,NA,NA,"plot_1","KSR-field","Grant",0,0
"I06","one","AC15","AC",1,66,3,"1-I06",380.5,52.5,NA,NA,"plot_1","KSR-field","Jing Qi",4,21
"I08","one","KA7","KA",1,75,28,"1-I08",213.5,66,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,6
"I13","one","HTD28","HTD",1,111,53,"1-I13",329.5,124.9,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"I14","one","FZ17","FZ",1,254,162,"1-I14",1260.1,155.2,NA,NA,"plot_1","KSR-field","Grant",7,14
"J01","one","KA7","KA",1,21,11,"1-J01",100.3,21.9,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"J03","two","FOR15","FOR",1,12,24,"1-J03",78.2,31.4,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"J05","one","FZ24","FZ",1,145,11,"1-J05",434.6,116.5,NA,NA,"plot_1","KSR-field","Jing Qi",1,0
"J08","one","AC3","AC",1,139,85,"1-J08",379.7,146.2,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,4
"J10","one","DE7","DE",1,30,30,"1-J10",141.3,72.4,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"J12","one","AC15","AC",1,39,19,"1-J12",836.9,72.9,NA,NA,"plot_1","KSR-field","Monika",5,10
"J13","two","WR31","WR",1,15,8,"1-J13",24.3,14.5,NA,NA,"plot_1","KSR-field","Steffi",0,0
"J15","one","WR31","WR",1,91,95,"1-J15",305.8,63.5,NA,NA,"plot_1","KSR-field","Grant",4,7
"J17","two","AC3","AC",1,30,25,"1-J17",70.5,19.6,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"K04","one","KA16","KA",1,53,20,"1-K04",101.1,38.5,NA,NA,"plot_1","KSR-field","Andrea",0,0
"K06","one","WT30","WT",1,27,34,"1-K06",139,43.15,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"K07","one","FZ19","FZ",1,54,48,"1-K07",195.9,52.5,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"K10","two","WT39","WT",1,27,18,"1-K10",44.9,11.3,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"K12","one","WT18","WT",1,140,21,"1-K12",416.5,71.5,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"K13","two","WR31","WR",1,36,116,"1-K13",62.9,53.4,NA,NA,"plot_1","KSR-field","Grant",0,0
"K14","one","WR40a","WR",1,69,29,"1-K14",229.7,69.4,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"K15","one","WT30","WT",1,33,19,"1-K15",105.4,28.7,NA,NA,"plot_1","KSR-field","Grant",0,0
"M01","two","WT18","WT",1,12,7,"1-M01",12.5,39.5,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"M02","one","KA7","KA",1,32,8,"1-M02",52.1,12.9,NA,NA,"plot_1","KSR-field","Grant",0,0
"M03","two","WT18","WT",1,19,18,"1-M03",43.1,20.9,NA,NA,"plot_1","KSR-field","Andrea",0,0
"M04","two","FOR15","FOR",1,21,8,"1-M04",26,9.1,NA,NA,"plot_1","KSR-field","Grant",0,0
"M05","one","KA7","KA",1,55,48,"1-M05",149.2,62.8,NA,NA,"plot_1","KSR-field","Andrea",0,0
"M06","one","WT18","WT",1,2,4,"1-M06",54.1,16.4,NA,NA,"plot_1","KSR-field","Samriti",0,0
"M07","one","KA7","KA",1,26,14,"1-M07",69.8,29.8,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"M09","two","FOR26","FOR",1,6,19,"1-M09",12.7,12.1,NA,NA,"plot_1","KSR-field","Grant",0,0
"M13","one","FOR15","FOR",1,61,64,"1-M13",345.1,151.6,NA,NA,"plot_1","KSR-field","Steffi",0,0
"M14","two","WR31","WR",1,17,13,"1-M14",35.7,21.6,NA,NA,"plot_1","KSR-field","Grant",0,0
"M16","one","DU4","DU",1,86,74,"1-M16",328.9,83.4,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"M17","two","DE15","DE",1,15,12,"1-M17",51,18.8,NA,NA,"plot_1","KSR-field","Grant",0,0
"N17","two","FOR43","FOR",1,6,8,"1-N17",9.2,9.7,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"O01","one","RBE17","RBE",1,18,5,"1-O01",24.9,14.3,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"O03","two","FOR15","FOR",1,14,27,"1-O03",23.1,21.6,NA,NA,"plot_1","KSR-field","Grant",0,0
"O05","one","DE15","DE",1,18,21,"1-O05",46.5,21.1,NA,NA,"plot_1","KSR-field","Grant",0,0
"O06","one","HTR30","HTR",1,149,55,"1-O06",285.1,76.5,NA,NA,"plot_1","KSR-field","Grant",0,0
"O07","one","DE7","DE",1,17,23,"1-O07",55.9,22.7,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"O10","two","RBE38","RBE",1,33,14,"1-O10",74.1,39.7,NA,NA,"plot_1","KSR-field","Steffi",0,0
"O12","one","HTR1","HTR",1,56,81,"1-O12",93.1,51,NA,NA,"plot_1","KSR-field","Grant",0,0
"O17","two","FZ17","FZ",1,8,5,"1-O17",20.6,11.2,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"P05","one","HTR30","HTR",1,131,74,"1-P05",424,446.2,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"P10","one","WT39","WT",1,54,28,"1-P10",309.7,136.2,NA,NA,"plot_1","KSR-field","Steffi",0,0
"P13","one","FZ17","FZ",1,54,33,"1-P13",141.5,98.8,NA,NA,"plot_1","KSR-field","not recorded",0,2
"P14","one","KA16","KA",1,28,15,"1-P14",38.7,14.2,NA,NA,"plot_1","KSR-field","not recoreded",0,0
"Q02","two","RBE38","RBE",1,43,11,"1-Q02",72.6,17.6,NA,NA,"plot_1","KSR-field","Simran",0,0
"Q08","two","FZ24","FZ",1,2,9,"1-Q08",4.8,4.4,NA,NA,"plot_1","KSR-field","Simran",0,0
"Q09","one","AC20","AC",1,39,11,"1-Q09",78.4,33.6,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"Q13","one","HTR25","HTR",1,54,6,"1-Q13",89.3,14.8,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"Q15","one","WT30","WT",1,179,31,"1-Q15",393.2,86.6,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"Q17","two","DE15","DE",1,14,22,"1-Q17",76.3,27.35,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"R01","one","FOR43","FOR",1,21,6,"1-R01",46.8,19.3,NA,NA,"plot_1","KSR-field","Steffi",0,0
"R03","one","WT39","WT",1,47,24,"1-R03",251.2,73,NA,NA,"plot_1","KSR-field","Jing Qi",0,0
"R05","two","FOR15","FOR",1,27,30,"1-R05",33.4,18,NA,NA,"plot_1","KSR-field","Grant",0,0
"R07","two","RBE34","RBE",1,4,9,"1-R07",6.8,11.4,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"R08","one","HTD2","HTD",1,117,17,"1-R08",271.6,63.4,NA,NA,"plot_1","KSR-field","Andrea and Jessica",0,0
"R09","two","WT18","WT",1,4,6,"1-R09",20.6,6.5,NA,NA,"plot_1","KSR-field","Grant",0,0
"R11","one","RBE38","RBE",1,9,5,"1-R11",25.5,7.6,NA,NA,"plot_1","KSR-field","Steffi",0,0
"R13","one","DE15","DE",1,103,86,"1-R13",190.6,260.9,NA,NA,"plot_1","KSR-field","Steffi",0,0
"R15","two","DU4","DU",1,21,12,"1-R15",49.7,18.4,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"R17","two","AC20","AC",0,12,13,"1-R17",16.1,14.6,NA,NA,"plot_1","KSR-field","Grant",0,0
"A03","one","WR40a","WR",1,132,4,"2-A03",506.4,105.1,NA,NA,"plot_2","KSR-field","Steffi",0,0
"A06","two","HTR1","HTR",1,15,17,"2-A06",12.9,10.5,NA,NA,"plot_2","KSR-field","Steffi",0,0
"A09","one","WT18","WT",1,12,14,"2-A09",23,10.1,NA,NA,"plot_2","KSR-field","Simran",0,0
"A11","one","WR40a","WR",1,8,15,"2-A11",34,16.6,NA,NA,"plot_2","KSR-field","Simran",0,0
"A13","one","KA16","KA",1,21,14,"2-A13",36.2,26.4,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0
"A15","one","WT18","WT",1,278,23,"2-A15",5131.7,473.7,NA,NA,"plot_2","KSR-field","Monika",21,27
"B01","two","FOR43","FOR",1,328,114,"2-B01",1654.3,184.5,NA,NA,"plot_2","KSR-field","Grant",5,0
"B02","two","HTR1","HTR",1,9,4,"2-B02",9.9,3.9,NA,NA,"plot_2","KSR-field","Simran",0,0
"B03","one","FOR43","FOR",1,29,0,"2-B03",77.7,10.4,NA,NA,"plot_2","KSR-field","Madeline",0,0
"B05","two","HTD2","HTD",1,220,34,"2-B05",493.9,129.4,NA,NA,"plot_2","KSR-field","Nabina",0,0
"B06","two","HTR25","HTR",1,3,8,"2-B06",2.9,4.3,NA,NA,"plot_2","KSR-field","Steffi",0,0
"B08","one","AC3","AC",1,14,19,"2-B08",58.5,29.9,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0
"B09","one","FZ19","FZ",1,44,17,"2-B09",122.4,30.2,NA,NA,"plot_2","KSR-field","Madeline",0,0
"B12","one","RBE38","RBE",1,45,30,"2-B12",203.8,80.35,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"B13","one","AC20","AC",1,33,13,"2-B13",103.5,24.8,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"B14","one","AC20","AC",1,374,14,"2-B14",2512.1,111.5,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,21
"B15","one","AC3","AC",1,42,19,"2-B15",151.8,25.2,NA,NA,"plot_2","KSR-field","Madeline",0,0
"B16","two","HTD2","HTD",1,0,0,"2-B16",8.2,2.3,NA,NA,"plot_2","KSR-field","Simran",0,0
"B17","two","HTD2","HTD",1,136,18,"2-B17",568.6,83.9,NA,NA,"plot_2","KSR-field","Steffi",0,0
"B19","two","HTR25","HTR",1,18,13,"2-B19",42.4,11.5,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"C01","two","WT30","WT",1,39,22,"2-C01",147.6,35.3,NA,NA,"plot_2","KSR-field","Rebecca",0,0
"C02","two","KA16","KA",1,36,33,"2-C02",309.4,72.2,NA,NA,"plot_2","KSR-field","Rebecca",2,0
"C04","one","FOR15","FOR",1,126,12,"2-C04",825.8,142.6,NA,NA,"plot_2","KSR-field","Nabina",0,0
"C05","two","WT30","WT",1,90,34,"2-C05",897.3,112.3,NA,NA,"plot_2","KSR-field","Abby",1,0
"C07","one","RBE38","RBE",1,24,14,"2-C07",17.5,14.6,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0
"C09","one","KA16","KA",1,45,28,"2-C09",280.6,44.8,NA,NA,"plot_2","KSR-field","Simran",3,0
"C11","one","DE15","DE",1,20,23,"2-C11",74.5,209.3,NA,NA,"plot_2","KSR-field","Simran",0,0
"C12","one","HTR1","HTR",1,149,27,"2-C12",732.4,132.1,NA,NA,"plot_2","KSR-field","Steffi",0,0
"C13","one","FZ24","FZ",1,27,24,"2-C13",77.8,37.2,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0
