"position","block","line","pop","survival","leaf","nod","plant_ID","shoot","root","choice","totalred","env","dataset","diss","flo","fru"
"H08","one","DE15","DE",1,68,7,"3-H08",302.9,77.2,NA,NA,"plot_3","KSR-field","Steffi",0,0
"H09","one","HTD28","HTD",1,541,85,"3-H09",3447.3,283.5,NA,NA,"plot_3","KSR-field","Grant",0,0
"H10","one","HTD2","HTD",1,63,52,"3-H10",933.9,277.8,NA,NA,"plot_3","KSR-field","Steffi",7,2
"H13","two","DE15","DE",1,64,8,"3-H13",179.6,31.7,NA,NA,"plot_3","KSR-field","Madeline",0,0
"H17","two","HTD28","HTD",1,12,0,"3-H17",20.4,3.7,NA,NA,"plot_3","KSR-field","Simran",0,0
"I04","one","WT18","WT",1,63,27,"3-I04",203.4,63.9,NA,NA,"plot_3","KSR-field","Madeline",0,0
"I05","one","WR40a","WR",1,85,8,"3-I05",273,39.5,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"I06","one","FZ24","FZ",1,2,5,"3-I06",87.8,18.5,NA,NA,"plot_3","KSR-field","Madeline",0,0
"I07","one","RBE38","RBE",1,78,3,"3-I07",186.2,60.1,NA,NA,"plot_3","KSR-field","Steffi",0,0
"I08","one","HTR25","HTR",1,30,20,"3-I08",64,10.9,NA,NA,"plot_3","KSR-field","Simran",0,0
"I10","one","RBE38","RBE",1,137,53,"3-I10",562.3,237.9,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"I11","two","WR31","WR",1,14,3,"3-I11",41.2,7.9,NA,NA,"plot_3","KSR-field","Steffi",0,0
"I12","two","WR40a","WR",1,10,5,"3-I12",19.6,23,NA,NA,"plot_3","KSR-field","Madeline",0,0
"I13","two","DU4","DU",1,NA,NA,"3-I13",1.8,2.4,NA,NA,"plot_3","KSR-field","Samriti",NA,NA
"I14","two","FZ19","FZ",1,72,16,"3-I14",128,49.5,NA,NA,"plot_3","KSR-field","Steffi",0,0
"I15","two","DU4","DU",1,49,27,"3-I15",190.3,26.5,NA,NA,"plot_3","KSR-field","Grant",0,0
"J05","one","WT39","WT",1,22,16,"3-J05",55.9,13.3,NA,NA,"plot_3","KSR-field","Simran",0,0
"J06","one","RBE34","RBE",1,3,5,"3-J06",5.9,6.7,NA,NA,"plot_3","KSR-field","Simran",0,0
"J07","one","FOR43","FOR",1,108,49,"3-J07",644.6,240.7,NA,NA,"plot_3","KSR-field","Steffi",0,0
"J11","two","FZ17","FZ",1,3,28,"3-J11",13.2,16.2,NA,NA,"plot_3","KSR-field","Madeline?",0,0
"J14","two","DE15","DE",1,30,18,"3-J14",45.15,6.6,NA,NA,"plot_3","KSR-field","Simran",0,0
"J16","two","WT30","WT",1,111,38,"3-J16",557.8,70.2,NA,NA,"plot_3","KSR-field","Madeline",2,1
"J17","two","HTD28","HTD",1,49,6,"3-J17",76.2,14.2,NA,NA,"plot_3","KSR-field","Grant",0,0
"K04","one","FOR26","FOR",1,26,16,"3-K04",106.6,54.2,NA,NA,"plot_3","KSR-field","Grant",0,0
"K11","two","FOR15","FOR",1,20,11,"3-K11",22,72.7,NA,NA,"plot_3","KSR-field","Steffi",0,0
"K14","two","FZ19","FZ",1,23,9,"3-K14",26,12.3,NA,NA,"plot_3","KSR-field","Madeline",0,0
"K15","two","DU4","DU",1,44,44,"3-K15",101.8,31.5,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"K16","two","WR40a","WR",1,38,38,"3-K16",90.8,16,NA,NA,"plot_3","KSR-field","Madeline",0,0
"K18","two","KA7","KA",1,9,3,"3-K18",4.6,2.2,NA,NA,"plot_3","KSR-field","Simran",0,0
"L02","two","AC3","AC",1,8,4,"3-L02",5.7,2,NA,NA,"plot_3","KSR-field","Grant",0,0
"L03","one","RBE34","RBE",1,15,25,"3-L03",56,23.4,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"L05","one","RBE17","RBE",1,15,6,"3-L05",19.7,7.9,NA,NA,"plot_3","KSR-field","Madeline",0,0
"L08","one","KA7","KA",1,24,6,"3-L08",31.4,27.1,NA,NA,"plot_3","KSR-field","Samriti",0,0
"L09","one","HTR30","HTR",1,25,23,"3-L09",73.4,40.8,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"L10","two","KA7","KA",1,13,4,"3-L10",23.2,33.8,NA,NA,"plot_3","KSR-field","Samriti",0,0
"L11","two","DE15","DE",1,25,7,"3-L11",68.9,13.4,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"L13","two","WR31","WR",1,11,6,"3-L13",36.8,8.1,NA,NA,"plot_3","KSR-field","Steffi",0,0
"L15","two","KA7","KA",0,14,7,"3-L15",12.9,17.6,NA,NA,"plot_3","KSR-field","Steffi",0,0
"L18","two","WR40a","WR",1,8,5,"3-L18",7.7,2.3,NA,NA,"plot_3","KSR-field","Grant",0,0
"L19","two","HTD28","HTD",1,5,3,"3-L19",3.6,2.2,NA,NA,"plot_3","KSR-field","Samriti",0,0
"M02","two","HTR30","HTR",1,17,3,"3-M02",43.1,13.3,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"M04","one","AC15","AC",1,30,12,"3-M04",173.3,19.3,NA,NA,"plot_3","KSR-field","Madeline",0,0
"M13","two","DE15","DE",1,62,19,"3-M13",275.4,91,NA,NA,"plot_3","KSR-field","Steffi",0,0
"M14","two","DU4","DU",1,51,17,"3-M14",88.3,24.2,NA,NA,"plot_3","KSR-field","Rebecca",0,0
"M18","two","FOR43","FOR",1,4,16,"3-M18",66.3,101.9,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"M19","two","FOR26","FOR",1,3,3,"3-M19",1.15,1.5,NA,NA,"plot_3","KSR-field","Simran",0,0
"N04","one","HTR30","HTR",1,85,15,"3-N04",580,474.3,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"N06","one","FZ17","FZ",1,63,17,"3-N06",179.4,37.8,NA,NA,"plot_3","KSR-field","Steffi",0,0
"N09","one","FOR15","FOR",1,19,15,"3-N09",70.9,38.7,NA,NA,"plot_3","KSR-field","Steffi",0,0
"N11","two","WR31","WR",1,8,2,"3-N11",12,3.8,NA,NA,"plot_3","KSR-field","Steffi",0,0
"N13","two","DU4","DU",1,14,9,"3-N13",14.8,17.9,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"N14","two","WR31","WR",1,39,66,"3-N14",228.4,58.7,NA,NA,"plot_3","KSR-field","Rebecca",0,0
"N15","two","DU4","DU",1,24,13,"3-N15",38.1,13.2,NA,NA,"plot_3","KSR-field","Simran",0,0
"N18","two","RBE38","RBE",1,66,17,"3-N18",193.2,34.3,NA,NA,"plot_3","KSR-field","Steffi",0,0
"N20","two","FOR43","FOR",1,186,32,"3-N20",1145,144.3,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"O04","one","HTD2","HTD",1,294,43,"3-O04",1225.4,157.3,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,10
"O09","one","FZ24","FZ",1,6,1,"3-O09",18.1,22.7,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"O13","two","FZ19","FZ",1,10,6,"3-O13",22.8,8.3,NA,NA,"plot_3","KSR-field","Madeline",0,0
"O18","two","HTD2","HTD",1,4,5,"3-O18",2,2.7,NA,NA,"plot_3","KSR-field","Jing Qi",0,0
"O19","two","KA7","KA",1,29,11,"3-O19",47,19.8,NA,NA,"plot_3","KSR-field","Steffi",0,0
"P07","one","HTR1","HTR",1,7,4,"3-P07",28.2,7,NA,NA,"plot_3","KSR-field","Simran",0,0
"P08","one","RBE34","RBE",1,58,41,"3-P08",142.4,50.4,NA,NA,"plot_3","KSR-field","Madeline",0,0
"P09","one","RBE38","RBE",1,57,22,"3-P09",303.8,38.2,NA,NA,"plot_3","KSR-field","Steffi",0,0
"P10","one","FZ24","FZ",1,28,18,"3-P10",68.4,15,NA,NA,"plot_3","KSR-field","Madeline",0,0
"P11","two","KA16","KA",1,3,5,"3-P11",3,2,NA,NA,"plot_3","KSR-field","Jingqi Hao",0,0
"P17","two","WT30","WT",1,NA,NA,"3-P17",28.4,8,NA,NA,"plot_3","KSR-field","Samriti",NA,NA
"P19","two","FOR26","FOR",1,19,13,"3-P19",33.5,19.3,NA,NA,"plot_3","KSR-field","Grant",0,0
"P20","two","AC15","AC",1,2,3,"3-P20",1.8,1.9,NA,NA,"plot_3","KSR-field","Rebecca",0,0
"Q02","two","RBE38","RBE",1,6,6,"3-Q02",10.4,12.7,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"Q08","one","WR40a","WR",1,64,13,"3-Q08",37.8,170.4,NA,NA,"plot_3","KSR-field","Steffi",0,0
"Q10","two","WR31","WR",1,7,5,"3-Q10",6.9,3.15,NA,NA,"plot_3","KSR-field","Madeline",0,0
"Q14","two","FOR26","FOR",1,12,1,"3-Q14",7.8,4.8,NA,NA,"plot_3","KSR-field","Simran",0,0
"Q15","two","FOR15","FOR",1,13,6,"3-Q15",24.2,6.4,NA,NA,"plot_3","KSR-field","Jing Qi",0,0
"Q16","two","AC3","AC",1,6,2,"3-Q16",3.7,2.4,NA,NA,"plot_3","KSR-field","Samriti",0,0
"R05","one","HTR25","HTR",1,6,5,"3-R05",5.5,2.6,NA,NA,"plot_3","KSR-field","Simran",0,0
"R09","one","HTR30","HTR",1,4,12,"3-R09",64,9.3,NA,NA,"plot_3","KSR-field","Grant",0,0
"R14","two","FZ19","FZ",1,NA,NA,"3-R14",18.3,7.1,NA,NA,"plot_3","KSR-field","Samriti",NA,NA
"R15","two","WR31","WR",1,12,3,"3-R15",14.4,4.8,NA,NA,"plot_3","KSR-field","Jing Qi",0,0
"R16","two","WR40a","WR",1,9,9,"3-R16a",2.1,2.4,NA,NA,"plot_3","KSR-field","Grant",0,0
"R16","two","WR40a","WR",1,7,10,"3-R16b",3.3,4.9,NA,NA,"plot_3","KSR-field","Grant",0,0
"A12","two","WR31","WR",1,3,4,"4-A12",3.1,4.2,NA,NA,"plot_4","KSR-field","Simran",0,0
"A14","two","FZ24","FZ",1,6,1,"4-A14",9.4,2.8,NA,NA,"plot_4","KSR-field","Samriti",0,0
"A15","two","AC15","AC",1,0,4,"4-A15",4.5,3.6,NA,NA,"plot_4","KSR-field","Madeline",0,0
"B01","one","HTD28","HTD",1,2,4,"4-B01",7.1,4.4,NA,NA,"plot_4","KSR-field","Steffi",0,0
"B04","one","WR31","WR",1,1,16,"4-B04",26.6,26.4,NA,NA,"plot_4","KSR-field","Shree",0,0
"C01","two","FOR26","FOR",1,5,11,"4-C01",4.1,5.2,NA,NA,"plot_4","KSR-field","Grant",0,0
"C03","one","AC3","AC",1,5,10,"4-C03",31.6,19.8,NA,NA,"plot_4","KSR-field","Shree",0,0
"C14","two","FZ24","FZ",1,17,5,"4-C14",37.7,19.2,NA,NA,"plot_4","KSR-field","Madeline",0,0
"D04","one","RBE38","RBE",1,3,7,"4-D04",17.7,11.6,NA,NA,"plot_4","KSR-field","Madeline",0,0
"D05","one","WR40a","WR",1,5,12,"4-D05",65.3,40.8,NA,NA,"plot_4","KSR-field","Madeline",0,0
"E07","one","HTR25","HTR",1,6,19,"4-E07",13.1,16.8,NA,NA,"plot_4","KSR-field","Steffi",0,0
"E08","two","HTR30","HTR",1,12,34,"4-E08",17,9.9,NA,NA,"plot_4","KSR-field","Simran",0,0
"E09","two","RBE17","RBE",1,0,0,"4-E09",10.7,2.9,NA,NA,"plot_4","KSR-field","Simran",0,0
"F04","one","WT18","WT",1,57,16,"4-F04",168.7,33,NA,NA,"plot_4","KSR-field","Simran",0,0
"F07","one","AC20","AC",1,24,64,"4-F07",142.1,65.8,NA,NA,"plot_4","KSR-field","Shree",0,0
"F14","two","KA16","KA",1,9,0,"4-F14",21.8,9.4,NA,NA,"plot_4","KSR-field","Madeline",0,0
"F15","two","KA16","KA",1,15,1,"4-F15",8.5,3.1,NA,NA,"plot_4","KSR-field","Simran",0,0
"G06","one","KA7","KA",1,3,24,"4-G06",22.6,14.1,NA,NA,"plot_4","KSR-field","Sara Li",0,0
"G07","one","HTD28","HTD",1,20,16,"4-G07",117.6,30.65,NA,NA,"plot_4","KSR-field","Simran",0,0
"G08","two","AC3","AC",0,3,2,"4-G08",8.1,9,NA,NA,"plot_4","KSR-field","Madeline",0,0
"G12","two","DE15","DE",1,3,2,"4-G12",4.3,6.7,NA,NA,"plot_4","KSR-field","Madeline",0,0
"G13","two","HTR1","HTR",1,8,7,"4-G13",14.8,7.2,NA,NA,"plot_4","KSR-field","Shree",0,0
"G14","two","WR40a","WR",0,1,7,"4-G14",51.7,5.1,NA,NA,"plot_4","KSR-field","Steffi",0,0
"G15","two","FOR26","FOR",1,2,7,"4-G15",2.4,6.6,NA,NA,"plot_4","KSR-field","Madeline",0,0
"H04","one","DE15","DE",1,6,3,"4-H04",55.9,21,NA,NA,"plot_4","KSR-field","Simran",0,0
"H05","one","KA7","KA",1,70,12,"4-H05",303.7,28.1,NA,NA,"plot_4","KSR-field","Andrea and Jessica",0,0
"H07","one","WR40a","WR",1,20,18,"4-H07",63,12.8,NA,NA,"plot_4","KSR-field","Steffi",0,0
"H11","two","AC20","AC",1,12,14,"4-H11",61,23.1,NA,NA,"plot_4","KSR-field","Simran",0,0
"H14","two","AC20","AC",1,9,2,"4-H14",8.1,3.3,NA,NA,"plot_4","KSR-field","Jing Qi",0,0
"H15","two","DU4","DU",0,3,2,"4-H15",1.4,6.5,NA,NA,"plot_4","KSR-field","Steffi",0,0
"I04","one","WT18","WT",0,27,48,"4-I04",164.3,45.3,NA,NA,"plot_4","KSR-field","Simran",0,0
"I05","one","WT18","WT",1,2,22,"4-I05",58.6,33.2,NA,NA,"plot_4","KSR-field","Junielle",0,0
"I10","two","DE7","DE",0,0,2,"4-I10",0.8,1.8,NA,NA,"plot_4","KSR-field","Shree",0,0
"I11","two","WR40a","WR",1,3,0,"4-I11",3.2,1.6,NA,NA,"plot_4","KSR-field","Simran",0,0
"I13","two","DE15","DE",1,26,5,"4-I13",114.5,36,NA,NA,"plot_4","KSR-field","Madeline",0,0
"J02","one","RBE38","RBE",1,0,13,"4-J02",31.6,15.6,NA,NA,"plot_4","KSR-field","Simran",0,0
"J06","one","FZ17","FZ",1,13,43,"4-J06",112.7,31.55,NA,NA,"plot_4","KSR-field","Steffi",0,0
"J07","one","HTR1","HTR",1,26,55,"4-J07",235.2,108.5,NA,NA,"plot_4","KSR-field","Shree",0,0
"J10","two","KA16","KA",0,9,0,"4-J10",12,12.7,NA,NA,"plot_4","KSR-field","Shree",0,0
"J12","two","FZ19","FZ",1,117,38,"4-J12",258.6,48.6,NA,NA,"plot_4","KSR-field","Madeline",0,0
"J13","two","KA16","KA",1,54,37,"4-J13",107.8,29.5,NA,NA,"plot_4","KSR-field","Madeline",0,0
"K02","one","WT18","WT",1,6,14,"4-K02",38.3,10.9,NA,NA,"plot_4","KSR-field","Steffi",0,0
"K05","one","FOR26","FOR",1,32,91,"4-K05",185.9,59.4,NA,NA,"plot_4","KSR-field","Madeline",0,0
"K08","two","RBE17","RBE",1,3,15,"4-K08",14.3,12.3,NA,NA,"plot_4","KSR-field","Shree",0,0
"K09","two","HTR25","HTR",1,7,24,"4-K09",8,6.2,NA,NA,"plot_4","KSR-field","Samriti",0,0
"K10","two","DE7","DE",0,4,4,"4-K10",9.5,2.1,NA,NA,"plot_4","KSR-field","Junielle",0,0
"K12","two","DU4","DU",0,3,6,"4-K12",3.8,5.1,NA,NA,"plot_4","KSR-field","Simran",0,0
"L02","one","FOR43","FOR",0,0,12,"4-L02",18.5,18.2,NA,NA,"plot_4","KSR-field","Junielle",0,0
"L04","one","DE7","DE",1,6,NA,"4-L04",35.7,11,NA,NA,"plot_4","KSR-field","Shree",0,0
"L07","two","HTD2","HTD",1,7,12,"4-L07",6.4,4.6,NA,NA,"plot_4","KSR-field","Steffi",0,0
"L08","two","WT30","WT",1,17,17,"4-L08",27.6,9.2,NA,NA,"plot_4","KSR-field","Shree",0,0
"L12","two","AC3","AC",0,3,5,"4-L12",1.95,3.2,NA,NA,"plot_4","KSR-field","Simran",0,0
"L13","two","FOR43","FOR",1,3,29,"4-L13",47.1,10.9,NA,NA,"plot_4","KSR-field","Sara Li",0,0
"L14","two","FZ24","FZ",1,29,26,"4-L14",53.2,19.3,NA,NA,"plot_4","KSR-field","Madeline",0,0
"M01","one","RBE34","RBE",1,0,22,"4-M01",24.6,10.9,NA,NA,"plot_4","KSR-field","Steffi",0,0
"M03","one","FZ24","FZ",1,12,47,"4-M03",31.9,18.6,NA,NA,"plot_4","KSR-field","Simran",0,0
"M07","two","FOR43","FOR",0,16,21,"4-M07",37.2,9.3,NA,NA,"plot_4","KSR-field","Madeline",0,0
"M09","two","AC20","AC",0,3,6,"4-M09",8.1,6.55,NA,NA,"plot_4","KSR-field","Junielle",0,0
"M11","two","KA16","KA",1,7,11,"4-M11",9.8,7.1,NA,NA,"plot_4","KSR-field","Madeline",0,0
"N01","one","DE7","DE",1,0,3,"4-N01",5.7,4,NA,NA,"plot_4","KSR-field","Simran",0,0
"N02","one","HTD28","HTD",1,8,2,"4-N02",65.9,13.6,NA,NA,"plot_4","KSR-field","Steffi",0,0
"N03","one","FOR15","FOR",0,11,43,"4-N03",55.4,23.9,NA,NA,"plot_4","KSR-field","Madeline",0,0
"N04","one","FOR43","FOR",1,6,18,"4-N04",33.1,16.1,NA,NA,"plot_4","KSR-field","Simran",0,0
"N05","one","AC3","AC",1,30,5,"4-N05",76.1,12.7,NA,NA,"plot_4","KSR-field","Jing Qi",0,0
"N08","two","AC3","AC",0,3,10,"4-N08",4.4,5.1,NA,NA,"plot_4","KSR-field","Simran",0,0
"N11","two","FOR15","FOR",1,7,1,"4-N11",17.1,8.1,NA,NA,"plot_4","KSR-field","Madeline",0,0
"N14","two","KA16","KA",1,0,10,"4-N14",12.3,5.5,NA,NA,"plot_4","KSR-field","Madeline",0,6
"N15","two","AC3","AC",1,10,33,"4-N15",23.3,12.3,NA,NA,"plot_4","KSR-field","Madeline",0,0
"O03","one","RBE34","RBE",1,6,32,"4-O03",31.9,21.5,NA,NA,"plot_4","KSR-field","Steffi",0,0
"O06","one","FOR15","FOR",1,24,47,"4-O06",57.1,28.95,NA,NA,"plot_4","KSR-field","Simran",0,0
"O09","two","HTD28","HTD",1,3,8,"4-O09",5.8,7.8,NA,NA,"plot_4","KSR-field","Steffi",0,0
"O10","two","WT39","WT",1,NA,NA,"4-O10",124.2,34.6,NA,NA,"plot_4","KSR-field","CHECK",NA,NA
"O12","two","WR31","WR",1,5,5,"4-O12",1.85,3.5,NA,NA,"plot_4","KSR-field","Madeline",0,0
"O14","two","DU4","DU",1,3,14,"4-O14",7.3,4.1,NA,NA,"plot_4","KSR-field","Simran",0,0
"P02","one","RBE38","RBE",1,2,3,"4-P02",18,10.6,NA,NA,"plot_4","KSR-field","Simran",0,0
"P03","one","AC20","AC",1,4,12,"4-P03",16.8,11.5,NA,NA,"plot_4","KSR-field","Steffi",0,0
"P11","two","HTD28","HTD",1,10,6,"4-P11",17.1,8.1,NA,NA,"plot_4","KSR-field","Madeline",0,0
"P12","two","FZ24","FZ",1,7,7,"4-P12",2.4,0.3,NA,NA,"plot_4","KSR-field","Madeline",0,0
"P15","two","FZ24","FZ",1,7,28,"4-P15",2.5,5.3,NA,NA,"plot_4","KSR-field","Steffi",0,0
"J05","two","FOR43","FOR",1,108,6,"NR-01",318.4,57.6,NA,NA,"plot_2","KSR-field","Andrea",0,0
"M05","two","FOR43","FOR",1,78,21,"NR-03",291.3,72.5,NA,NA,"plot_2","KSR-field","Andrea",0,0
"N05","two","WT39","WT",1,30,10,"NR-04",112.6,27.3,NA,NA,"plot_2","KSR-field","Andrea",0,0
"O06","two","HTD2","HTD",1,43,22,"NR-05",133.7,31.2,NA,NA,"plot_2","KSR-field","Andrea",0,0
"B09","one","HTR25","HTR",1,104,49,"NR-06",392.2,70.8,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,3
"B10","one","HTR1","HTR",1,200,83,"NR-07",1563.8,311.9,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0
"N15","one","FOR43","FOR",1,274,75,"NR-08",1774.5,177.4,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,11
"M12","one","FZ24","FZ",1,140,65,"NR-09",691.9,107.9,NA,NA,"plot_2","KSR-field","Andrea and Jessica",0,0
"F13","one","FOR43","FOR",1,NA,NA,"NR-10",31.3,8.9,NA,NA,"plot_1","KSR-field","CHECK",NA,NA
"I08","one","FOR43","FOR",1,NA,NA,"NR-11",91.6,26.9,NA,NA,"plot_1","KSR-field","CHECK",NA,NA
"K07","one","HTD2","HTD",1,NA,NA,"NR-12",22.5,9.8,NA,NA,"plot_1","KSR-field","CHECK",NA,NA
"K04","one","RBE34","RBE",1,NA,NA,"NR-13",1121,181.8,NA,NA,"plot_2","KSR-field","CHECK",NA,NA
"O05","two","RBE17","RBE",1,NA,NA,"NR-14",14.9,6.9,NA,NA,"plot_1","KSR-field","Grant",NA,NA
"E02","one","FOR26","FOR",1,2,10,"NR-15",5.2,7.6,NA,NA,"plot_1","KSR-field","Grant",0,0
"K02","two","WT39","WT",1,16,42,"NR-16",29.3,18.2,NA,NA,"plot_2","KSR-field","Grant",0,0
"H10","two","FZ19","FZ",1,6,3,"NR-21",14.2,3.6,NA,NA,"plot_1","KSR-field","Jingqi Hao",0,0
"G16","one","HTR25","HTR",1,21,13,"NR-22",21.7,5.1,NA,NA,"plot_1","KSR-field","Madeline",0,0
"I04","two","FOR26","FOR",1,7,13,"NR-23",5.3,3.5,NA,NA,"plot_1","KSR-field","Madeline",0,0
"C06","two","HTR30","HTR",1,2,5,"NR-25",4.8,3.6,NA,NA,"plot_1","KSR-field","Madeline",0,0
"D02","two","FOR26","FOR",1,6,1,"NR-26",6.7,1.3,NA,NA,"plot_1","KSR-field","Madeline",0,0
"F07","one","HTR25","HTR",1,29,17,"NR-28",56.8,16.1,NA,NA,"plot_1","KSR-field","Madeline",0,0
"I07","one","WT30","WT",1,1,2,"NR-29",15.5,3.3,NA,NA,"plot_1","KSR-field","Madeline",0,0
"J10","one","RBE38","RBE",1,26,5,"NR-30",115.9,15.2,NA,NA,"plot_1","KSR-field","Madeline",0,0
"J13","one","AC20","AC",1,20,52,"NR-31",64,20,NA,NA,"plot_1","KSR-field","Madeline",0,0
"P02","two","FOR15","FOR",1,6,17,"NR-32",15.9,8.7,NA,NA,"plot_1","KSR-field","Madeline",0,0
"R11","one","HTR25","HTR",1,11,7,"NR-34",10.8,3.3,NA,NA,"plot_1","KSR-field","Madeline",0,0
"D14","two","DE15","DE",1,10,14,"NR-37",13.8,5,NA,NA,"plot_4","KSR-field","Madeline",0,0
"D14","two","DE15","DE",1,9,3,"NR-38",16.8,6.9,NA,NA,"plot_4","KSR-field","Madeline",0,0
"B16","one","RBE38","RBE",1,NA,NA,"NR-43",64.2,14.8,NA,NA,"plot_1","KSR-field","not recorded",NA,NA
"N08","two","FZ17","FZ",1,NA,NA,"NR-44",4.9,4,NA,NA,"plot_2","KSR-field","not recorded",NA,NA
"F14","two","DU4","DU",1,NA,NA,"NR-45",251.4,57,NA,NA,"plot_3","KSR-field","not recorded",NA,NA
"I13","one","FOR15","FOR",1,NA,NA,"NR-46",132.3,62.4,NA,NA,"plot_3","KSR-field","not recorded",NA,NA
"M13","one","DE15","DE",1,24,22,"NR-48",18.8,81.5,NA,NA,"plot_1","KSR-field","Rebecca",0,0
"Q04","two","RBE17","RBE",1,4,14,"NR-49",3.6,2.5,NA,NA,"plot_1","KSR-field","Samriti",0,0
"K03","two","RBE34","RBE",1,67,18,"NR-50",220.1,22.1,NA,NA,"plot_1","KSR-field","Samriti",0,0
"Q17","two","FZ17","FZ",1,6,9,"NR-51",5.4,5.2,NA,NA,"plot_1","KSR-field","Samriti",0,0
"N14","one","DE7","DE",1,NA,NA,"NR-53",105.8,15.6,NA,NA,"plot_2","KSR-field","Samriti",NA,NA
"P10","one","DE15","DE",1,5,14,"NR-54",19.9,6.7,NA,NA,"plot_1","KSR-field","Samriti",0,0
"D07","one","DE7","DE",1,1,6,"NR-56",19.3,9.4,NA,NA,"plot_1","KSR-field","Simran",0,0
"O09","one","DU4","DU",1,12,18,"NR-57",34.3,16.3,NA,NA,"plot_1","KSR-field","Simran",0,0
"R07","two","WR40a","WR",1,3,7,"NR-58",3.7,5,NA,NA,"plot_1","KSR-field","Simran",0,0
"P07","one","AC20","AC",1,18,12,"NR-59",24.5,11.9,NA,NA,"plot_1","KSR-field","Simran",0,0
"F03","two","RBE17","RBE",1,1,7,"NR-60",7.7,7.6,NA,NA,"plot_1","KSR-field","Simran",0,0
"F16","one","DU4","DU",1,22,16,"NR-61",59.8,12.6,NA,NA,"plot_1","KSR-field","Steffi",0,0
"K10","one","KA16","KA",1,157,69,"NR-63",639.3,127,NA,NA,"plot_2","KSR-field","Steffi",2,4
"E10","one","HTR1","HTR",1,71,44,"NR-64",363.3,80.8,NA,NA,"plot_1","KSR-field","Steffi",0,0
"E12","one","HTR1","HTR",1,15,26,"NR-67",53.5,16.7,NA,NA,"plot_2","KSR-field","Steffi",0,0
"N14","one","HTR25","HTR",1,121,16,"NR-68",311.2,50.9,NA,NA,"plot_2","KSR-field","Steffi",0,0
"J16","one","RBE34","RBE",1,19,11,"NR-71",122.2,18.6,NA,NA,"plot_1","KSR-field","Simran",0,0
"Q02","two","RBE38","RBE",1,3,10,"NR-73",15.3,10.1,NA,NA,"plot_1","KSR-field","Grant",0,0
"B19","two","HTR25","HTR",1,45,6,"NR-74",62.7,15.6,NA,NA,"plot_2","KSR-field","Grant",0,0
"E06","one","HTR1","HTR",1,114,79,"NR-76",358.2,159.4,NA,NA,"plot_3","KSR-field","Steffi",0,0
"G12","two","FOR26","FOR",1,37,7,"NR-77",56.6,22.8,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"G15","two","WT30","WT",1,32,7,"NR-78",121.7,21.6,NA,NA,"plot_3","KSR-field","Steffi",0,0
"G17","two","HTD28","HTD",1,101,10,"NR-79",387.8,38.6,NA,NA,"plot_3","KSR-field","Andrea and Jessica",0,0
"I18","two","RBE38","RBE",1,29,19,"NR-81",70.4,8.8,NA,NA,"plot_3","KSR-field","Samriti",0,0
"K11","two","FOR15","FOR",1,13,8,"NR-82",24.9,8,NA,NA,"plot_3","KSR-field","Madeline",0,0
"L13","two","FOR43","FOR",1,0,0,"NR-85",8.2,5.4,NA,NA,"plot_4","KSR-field","Steffi",0,0
